individual,area,max_width,max_length,analyst
s_024_222_002_020,10.718,4.014,5.567,megan
s_024_222_002_021,9.412,3.133,5.571,megan
s_024_222_002_022,8.809,2.981,5.81,megan
s_024_222_002_023,5.951,2.905,3.59,megan
s_024_222_002_024,12.456,4.229,4.581,megan
s_024_222_002_025,6.91,2.914,3.743,megan
s_024_222_002_026,5.64,1.99,4.276,megan
s_024_222_003_027,11.935,3.286,5.343,megan
s_024_222_003_028,7.692,2.805,4.371,megan
s_024_222_003_029,7.361,2.6,4.429,megan
s_024_222_003_030,4.376,1.762,4.124,megan
s_024_225_001_001,14.744,3.829,5.514,megan
s_024_225_001_002,30.763,5.267,8.01,megan
s_024_225_001_003,22.424,5.657,7.629,megan
s_024_225_001_004,22.015,4.733,7.019,megan
s_024_225_001_005,15.936,3.59,6.181,megan
s_024_225_001_006,12.679,3.971,4.886,megan
s_024_225_001_007,9.709,3.21,5.19,megan
s_024_225_001_008,9.81,3.133,4.657,megan
s_024_225_001_009,19.204,4.838,6.276,megan
s_024_225_001_010,15.021,3.21,7.038,megan
s_024_225_001_011,9.152,3.133,4.581,megan
s_024_225_001_012,8.5,2.829,4.838,megan
s_024_225_001_013,6.6,2.695,3.533,megan
s_024_225_001_014,4.664,1.914,3.076,megan
s_024_225_001_015,13.989,3.59,5.648,megan
s_024_225_001_016,6.924,2.524,4.219,megan
s_024_225_001_017,5.992,2.39,3.971,megan
s_024_225_001_018,5.278,2.448,3.371,megan
s_024_225_001_019,4.692,2.295,3.171,megan
s_024_225_002_020,7.525,2.771,3.99,megan
s_024_225_002_021,9.342,2.676,5.419,megan
s_024_225_002_022,10.051,3.448,4.676,megan
s_024_225_002_023,6.355,2.238,4.276,megan
s_024_225_002_024,9.238,3.433,4.514,megan
s_024_225_002_025,4.73,1.762,3.533,megan
s_024_225_002_026,5.105,2.219,3.59,megan
s_024_225_002_027,8.371,2.752,5.352,megan
s_024_225_002_028,6.237,3.152,3.514,megan
s_024_225_002_029,5.779,3.057,3.743,megan
s_024_225_002_030,6.556,3.286,3.971,megan
s_024_225_002_031,6.169,2.162,4.524,megan
s_024_225_002_032,5.293,3.095,3.181,megan
s_024_229_001_001,48.726,7.571,9.314,megan
s_024_229_001_002,12.545,4.133,5.114,megan
s_024_229_001_003,6.427,2.686,4.21,megan
s_024_229_001_004,6.089,2.295,4.81,megan
s_024_229_001_005,9.498,3.438,4.581,megan
s_024_229_001_006,5.62,2.533,3.819,megan
s_024_229_001_007,16.818,4.505,5.571,megan
s_024_229_001_008,13.707,4.048,4.971,megan
s_024_229_001_009,9.326,3.514,4.524,megan
s_024_229_001_010,12.102,3.762,5.876,megan
s_024_229_001_011,7.679,3.21,3.438,megan
s_024_229_001_012,6.196,2.619,3.971,megan
s_024_229_001_013,7.952,2.981,4.21,megan
s_024_229_001_014,4.877,2.752,3.514,megan
s_024_229_001_015,6.33,2.448,4.886,megan
s_024_229_001_016,5.334,1.924,3.971,megan
s_024_229_001_017,9.648,3.21,4.971,megan
s_024_229_001_018,3.916,2.229,3.21,megan
s_024_229_001_019,6.151,2.981,3.21,megan
s_024_229_001_020,9.357,3.438,4.438,megan
s_024_229_001_021,5.08,2.752,3.286,megan
s_demo_003_001_001,36.904,5.99,8.562,aditi
s_demo_003_001_002,33.239,5.99,8.343,aditi
s_demo_003_001_003,24.223,4.086,7.924,aditi
s_demo_003_001_004,34.499,6.114,8.957,aditi
s_demo_003_001_005,19.516,3.829,8.257,aditi
s_demo_003_001_006,31.155,6.057,7.914,aditi
s_demo_003_001_007,17.99,3.962,6.295,aditi
s_demo_003_001_008,28.82,6.067,7.248,aditi
s_demo_003_001_009,30.762,6.124,8.514,aditi
s_demo_003_001_010,19.194,4.038,6.31,aditi
s_demo_003_002_011,16.979,3.952,6.162,aditi
s_demo_003_002_012,17.35,3.81,6.371,aditi
s_demo_003_002_013,16.93,4.362,5.2,aditi
s_demo_003_002_014,13.626,4.114,6.41,aditi
s_demo_003_002_015,11.952,3.619,4.629,aditi
s_demo_003_002_016,9.486,3.238,4.99,aditi
s_demo_003_002_017,14.317,3.867,6.629,aditi
s_demo_003_002_018,17.272,3.848,5.876,aditi
s_demo_003_002_019,12.207,3.59,5.224,aditi
s_demo_003_002_020,14.838,4.01,5.552,aditi
s_demo_003_002_021,14.019,4.324,5.267,aditi
s_demo_003_002_022,15.907,4.895,5.124,aditi
s_demo_003_002_023,8.006,2.21,5.952,aditi
s_demo_003_002_024,13.07,3.024,5.781,aditi
s_demo_003_002_025,11.028,3.371,4.767,aditi
s_demo_003_002_026,8.752,3.467,3.714,aditi
s_demo_003_002_027,10.64,3.562,4.924,aditi
s_demo_003_002_028,9.632,3.267,4.495,aditi
s_demo_003_002_029,7.191,2.162,5.052,aditi
s_demo_003_002_030,8.447,2.238,4.829,aditi
s_demo_003_002_032,9.731,3.038,4.924,aditi
s_demo_003_003_031,7.135,3.029,3.619,aditi
s_demo_003_003_033,4.528,2.6,3.1,aditi
s_demo_003_003_034,4.29,1.829,3.133,aditi
s_demo_003_003_035,5.241,2.314,3.143,aditi
s_demo_003_003_036,5.121,2.048,4.233,aditi
s_demo_003_003_037,6.653,2.495,3.886,aditi
s_demo_003_003_038,7.672,2.448,5,aditi
s_demo_003_003_039,8.207,3.419,3.81,aditi
s_demo_003_003_040,9.032,3.581,4.019,aditi
s_demo_003_003_041,6.659,2.838,3.838,aditi
s_demo_003_003_042,7.106,2.829,3.538,aditi
s_demo_004_001_001,83.138,9.295,12.719,aditi
s_demo_004_001_002,49.729,7.495,9.857,aditi
s_demo_004_001_003,43.744,6.276,9.743,aditi
s_demo_004_001_004,50.815,7.19,9.89,justin
s_demo_004_001_005,26.599,4.343,8.429,aditi
s_demo_004_001_006,33.892,6.705,8.733,aditi
s_demo_004_001_007,24.931,5.114,6.981,aditi
s_demo_004_001_008,24.724,5.781,6.238,aditi
s_demo_004_001_015,14.385,3.814,5.505,justin
s_demo_004_001_016,13.07,3.395,5.99,justin
s_demo_004_001_017,15.752,4.338,5.129,justin
s_demo_004_001_021,13.372,3.495,5.095,aditi
s_demo_004_001_033,6.034,2.362,3.295,aditi
s_demo_004_002_009,9.796,2.905,5.914,aditi
s_demo_004_002_010,23.797,5.267,6.924,aditi
s_demo_004_002_011,16.79,3.79,6.562,aditi
s_demo_004_002_012,15.867,2.848,7.162,aditi
s_demo_004_002_013,17.032,3.89,7.133,aditi
s_demo_004_002_014,16.058,2.876,6.267,aditi
s_demo_004_002_018,11.919,3.99,4.743,aditi
s_demo_004_002_019,11.172,2.867,4.905,aditi
s_demo_004_002_026,7.287,2.714,3.467,aditi
s_demo_004_003_020,12.294,3.462,4.962,aditi
s_demo_004_003_022,11.515,3.267,4.352,aditi
s_demo_004_003_023,6.882,2.543,4.057,aditi
s_demo_004_003_024,9.951,3.705,4.276,aditi
s_demo_004_003_025,8.615,3.19,3.933,aditi
s_demo_004_003_027,8.374,2.438,5.162,aditi
s_demo_004_003_028,7.26,3.714,3.562,aditi
s_demo_004_003_029,5.78,2.005,3.919,aditi
s_demo_004_003_030,8.319,3,3.962,aditi
s_demo_004_003_031,5.891,2.505,3.752,aditi
s_demo_004_003_032,5.147,2.057,3.724,aditi
s_demo_005_001_001,49.391,8.329,10.1,aditi
s_demo_005_001_002,34.088,6.029,7.629,aditi
s_demo_005_001_003,28.185,5.59,7.2,aditi
s_demo_005_001_004,28.238,5.276,8.295,aditi
s_demo_005_001_005,26.418,5.038,7.876,aditi
s_demo_005_001_006,19.556,4.124,7.124,aditi
s_demo_005_001_007,15.779,3.476,6.867,aditi
s_demo_005_001_008,21.167,4.714,7.981,aditi
s_demo_005_001_009,36.233,6.371,7.533,aditi
s_demo_005_001_014,6.918,1.848,5.052,aditi
s_demo_005_001_015,9.12,2.762,5.414,aditi
s_demo_005_002_010,13.156,3.519,6.495,aditi
s_demo_005_002_011,26.047,5.19,7.59,aditi
s_demo_005_002_012,21.013,4.686,7.319,aditi
s_demo_005_002_013,15.386,4.895,5.333,aditi
s_demo_005_002_016,12.355,3.119,6.624,aditi
s_demo_005_002_017,9.371,2.743,5.771,aditi
s_demo_005_002_018,15.256,3.248,6.905,aditi
s_demo_005_002_019,13.47,4.19,4.533,aditi
s_demo_005_002_020,8.519,2.495,5.495,aditi
s_demo_005_002_021,11.645,3.305,5.61,aditi
s_demo_005_002_022,15.883,4.043,6.029,aditi
s_demo_005_002_023,4.965,2.152,3.876,aditi
s_demo_005_002_024,16.251,4.819,5.495,aditi
s_demo_005_002_025,13.493,3.524,5.41,aditi
s_demo_005_002_026,9.732,3.181,4.724,aditi
s_demo_005_002_027,10.101,3.01,5.114,aditi
s_demo_005_002_029,10.967,3.352,5.467,aditi
s_demo_005_002_044,5.622,2.352,3.319,aditi
s_demo_005_002_046,5.609,3.086,3.271,aditi
s_demo_005_002_047,4.266,1.781,3.624,aditi
s_demo_005_002_048,4.668,2.238,3.295,aditi
s_demo_005_003_028,10.08,3.01,4.952,aditi
s_demo_005_003_030,15.965,4.276,6.124,aditi
s_demo_005_003_031,11.76,4.114,4.933,aditi
s_demo_005_003_032,7.492,2.81,4.786,aditi
s_demo_005_003_033,9.401,3.962,4.514,aditi
s_demo_005_003_034,9.026,3.01,4.219,aditi
s_demo_005_003_035,8.212,3.333,4.229,aditi
s_demo_005_003_036,7.376,3.086,3.857,aditi
s_demo_005_003_037,5.585,2.305,3.733,aditi
s_demo_005_003_038,9.182,3.448,4.038,aditi
s_demo_005_003_039,8.334,2.943,4.362,aditi
s_demo_005_003_040,4.999,2.071,4.229,aditi
s_demo_005_003_041,3.556,1.648,3.752,aditi
s_demo_005_003_042,8.589,2.8,4.448,aditi
s_demo_005_003_043,5.578,2.038,3.61,aditi
s_demo_005_003_045,6.14,2.9,3.467,aditi
s_demo_012_001_001,19.499,4.724,6.486,aditi
s_demo_012_001_002,19.537,4.895,6.171,aditi
s_demo_012_001_003,29.373,5.733,8.086,aditi
s_demo_012_001_004,69.393,10.286,12.476,aditi
s_demo_012_001_005,14.504,4.095,5.371,aditi
s_demo_012_001_006,16.291,3.886,6.943,aditi
s_demo_012_001_007,12.396,4,5.619,aditi
s_demo_012_001_008,27.546,6.067,7.114,aditi
s_demo_012_001_009,20.079,4.59,5.886,aditi
s_demo_012_001_011,6.902,3.019,3.857,aditi
s_demo_012_002_010,25.782,4.895,8.648,aditi
s_demo_012_002_012,12.435,3.305,5.686,aditi
s_demo_012_002_013,19.17,3.914,7.905,aditi
s_demo_012_002_014,13.637,4.733,5.152,aditi
s_demo_012_002_015,7.255,2.695,3.771,aditi
s_demo_012_002_016,5.947,2.019,3.876,aditi
s_demo_012_002_017,27.687,6.19,6.971,aditi
s_demo_012_002_018,12.179,3.852,4.614,aditi
s_demo_012_002_019,17.265,4.533,7.276,aditi
s_demo_012_002_020,8.249,2.305,6.457,aditi
s_demo_012_002_021,6.504,2.762,4.162,aditi
s_demo_012_002_022,7.426,2.724,3.533,aditi
s_demo_012_002_023,5.605,1.8,4.443,aditi
s_demo_012_002_024,3.949,1.476,4.443,aditi
s_demo_012_002_025,7.671,2.952,4.267,aditi
s_demo_012_002_026,4.862,1.657,4.676,aditi
s_demo_012_002_027,2.522,1.095,4.171,aditi
s_demo_012_002_028,6.225,2.419,4.048,aditi
s_demo_012_002_029,5.512,2.676,2.867,aditi
s_demo_012_002_030,5.871,2.543,4.029,aditi
s_demo_012_002_031,6.022,1.648,4.705,aditi
s_demo_012_002_032,6.536,2.467,3.981,aditi
s_demo_012_002_033,5.243,2.938,3.276,aditi
s_demo_012_002_034,9.897,3.229,4.181,aditi
s_demo_012_002_035,6.393,2.529,4.324,aditi
s_demo_034_001_001,35.639,6.138,9.248,aditi
s_demo_034_001_002,25.376,4.976,8.905,aditi
s_demo_034_001_003,27.171,3.895,8.19,aditi
s_demo_034_001_004,20.558,4.09,7.99,aditi
s_demo_034_001_005,31.824,5,7.505,aditi
s_demo_034_001_006,18.222,3.876,7.529,aditi
s_demo_034_001_007,6.842,2.838,3.314,aditi
s_demo_034_001_008,6.477,2.962,3.714,aditi
s_demo_034_001_009,5.187,2.029,3.438,aditi
s_demo_034_001_010,4.392,2.4,2.819,aditi
s_demo_034_001_011,5.356,2.343,3.086,aditi
s_demo_034_001_012,7.305,2.848,4.305,aditi
s_demo_034_001_013,8.192,2.267,4.41,aditi
s_demo_034_001_014,6.798,2.476,4.452,aditi
s_demo_034_001_015,7.039,2.933,3.571,aditi
s_demo_034_001_016,6.659,2.381,3.524,aditi
s_demo_034_001_017,4.782,2.067,3.733,aditi
s_demo_034_001_018,3.885,2.124,2.676,aditi
s_demo_035_001_001,21.623,4.848,7.467,aditi
s_demo_035_001_002,10.208,2.171,6.933,aditi
s_demo_035_001_003,23.139,4.61,8.076,aditi
s_demo_035_001_004,7.919,3.171,3.505,aditi
s_demo_035_001_005,6.854,3.295,3.662,aditi
s_demo_035_001_006,7.868,2.886,4.39,aditi
s_demo_035_001_007,6.518,2.267,5.057,aditi
s_demo_035_001_008,8.349,2.976,3.981,aditi
s_demo_035_001_009,6.694,2.71,3.419,aditi
s_demo_035_001_010,6.265,2.905,3.467,aditi
s_demo_035_001_011,4.828,2.267,3.314,aditi
s_demo_035_001_012,5.806,2.381,4.233,aditi
s_demo_035_001_013,3.832,2.176,3.405,aditi
s_demo_041_001_001,40.559,5.505,10.738,aditi
s_demo_041_001_002,20.066,3.981,8.867,aditi
s_demo_041_001_003,31.241,4.438,10.162,aditi
s_demo_041_001_004,17.224,3.438,6.438,aditi
s_demo_041_001_005,19.373,4.81,6.505,aditi
s_demo_041_001_006,13.809,4.029,4.705,aditi
s_demo_041_001_007,7.131,1.981,4.733,aditi
s_demo_041_001_008,14.164,4.438,5.01,aditi
s_demo_041_001_009,8.756,3.486,3.967,aditi
s_demo_041_001_010,8.382,3.333,3.952,aditi
s_demo_041_001_011,5.244,1.59,4.781,aditi
s_demo_041_001_012,6.884,2.124,4.143,aditi
s_demo_041_001_013,4.546,1.962,3.124,aditi
s_demo_041_001_014,5.218,2.267,3.59,aditi
s_demo_041_001_015,6.392,2.819,3.476,aditi
s_demo_086_001_001,16.554,3.114,6.867,aditi
s_demo_086_001_002,13.363,3.295,4.952,aditi
s_demo_086_001_003,20.829,5.514,6.157,aditi
s_demo_086_001_004,10.096,3.829,4.486,aditi
s_demo_086_001_005,11.734,3.733,4.914,aditi
s_demo_086_001_006,16.968,4.219,5.571,aditi
s_demo_086_001_007,10.872,3.667,5.714,aditi
s_demo_086_001_008,18.078,4.605,6.143,aditi
s_demo_086_001_009,9.487,3.324,5.333,aditi
s_demo_086_001_010,8.782,2.595,5.39,aditi
s_demo_086_001_011,9.707,3.105,4.067,aditi
s_demo_086_001_012,10.101,3.8,4.333,aditi
s_demo_086_001_013,10.206,3.743,4.438,aditi
s_demo_086_002_014,10.755,2.333,6.79,aditi
s_demo_086_002_015,10.372,2.667,5.59,aditi
s_demo_086_002_016,11.089,3.629,4.014,aditi
s_demo_086_002_017,12.394,3.133,6.486,aditi
s_demo_086_002_018,16.533,3.99,6.581,aditi
s_demo_086_002_019,6.424,2.419,3.952,aditi
s_demo_086_002_020,6.101,2.61,4.476,aditi
s_demo_086_002_021,4.636,1.857,4.343,aditi
s_demo_086_002_022,7.537,2.419,4.438,aditi
s_demo_086_002_023,7.621,3.533,3.59,aditi
s_demo_086_002_024,5.371,2.41,2.986,aditi
s_demo_086_002_025,6.947,2.686,4.19,aditi
s_demo_086_002_026,8.814,2.619,5.457,aditi
s_demo_086_002_027,7.712,2.695,5.171,aditi
s_demo_086_002_028,7.969,2.724,5.133,aditi
s_demo_086_002_029,8.734,2.61,4.705,aditi
s_demo_086_002_030,7.54,2.171,4.89,aditi
s_demo_086_002_031,7.062,2.457,5.095,aditi
s_demo_086_002_032,4.212,1.343,4.676,aditi
s_demo_086_002_033,5.535,2.795,3.276,aditi
s_demo_086_002_034,5.43,2.181,3.01,aditi
s_demo_086_002_035,4.649,2.371,3.076,aditi
s_demo_086_002_036,4.553,2.276,2.733,aditi
s_demo_095_001_001,67.789,8.124,10.381,aditi
s_demo_095_001_001,67.789,8.124,10.381,aditi
s_demo_095_001_002,44.665,7.2,9.919,aditi
s_demo_095_001_003,49.355,7.01,11.162,aditi
s_demo_095_001_004,18.067,5.314,6.281,aditi
s_demo_095_001_005,27.221,6.229,7.19,aditi
s_demo_095_001_006,22.053,5.038,5.905,aditi
s_demo_095_001_007,21.368,4.676,6.61,aditi
s_demo_095_001_008,18.098,4.152,7.248,aditi
s_demo_095_002_009,14.929,2.695,8.89,aditi
s_demo_095_002_010,17.294,3.267,8.438,aditi
s_demo_095_002_011,20.289,5.867,6.181,aditi
s_demo_095_002_012,19.834,3.952,7.681,aditi
s_demo_095_002_013,12.19,3.057,5.333,aditi
s_demo_095_002_014,11.055,3.633,4.986,aditi
s_demo_095_002_015,12.275,3.81,4.505,aditi
s_demo_095_002_016,13.435,4.314,5.081,aditi
s_demo_095_002_017,13.061,4.152,5.162,aditi
s_demo_095_002_018,13.648,3.852,4.6,aditi
s_demo_095_002_019,12.585,3.695,5.333,aditi
s_demo_095_002_020,14.177,3.4,5.181,aditi
s_demo_095_002_021,10.326,3.529,5.529,aditi
s_demo_095_002_022,14.449,3.957,6.286,aditi
s_demo_095_002_023,8.077,2.943,4,aditi
s_demo_095_002_027,7.054,2.257,4.133,aditi
s_demo_095_002_028,6.867,2.438,3.933,aditi
s_demo_095_003_024,15.327,3.59,6.467,aditi
s_demo_095_003_025,10.621,3.267,5.333,aditi
s_demo_095_003_026,15.258,3.581,6.571,aditi
s_demo_095_003_029,7.338,2.829,3.781,aditi
s_demo_095_003_030,6.856,2.829,4.1,aditi
s_demo_095_003_031,7.178,2,5.162,aditi
s_demo_095_003_032,9.43,3.276,3.943,aditi
s_demo_095_003_033,9.992,3.21,4.838,aditi
s_demo_095_003_034,13.841,3.333,5.924,aditi
s_demo_095_003_035,10.418,3.276,5.005,aditi
s_demo_095_003_036,9.466,2.871,4.7,aditi
s_demo_095_003_037,7.163,2.886,3.571,aditi
s_demo_095_003_038,5.956,1.695,4.562,aditi
s_demo_095_003_039,6.235,1.943,4.762,aditi
s_demo_095_003_040,9.857,3.067,5.69,aditi
s_demo_095_003_041,7.213,2.71,4.205,aditi
s_demo_095_003_042,8.085,2.962,3.781,aditi
s_demo_095_003_046,7.423,2.733,4.805,aditi
s_demo_095_003_047,9.795,3.305,4.305,aditi
s_demo_095_003_048,8.704,3.081,4.381,aditi
s_demo_095_003_049,6.913,2.657,4.171,aditi
s_demo_095_004_043,9.508,3.381,4.79,aditi
s_demo_095_004_044,9.424,2.457,4.971,aditi
s_demo_095_004_045,7.574,2.762,3.619,aditi
s_demo_095_004_050,4.657,2.267,3.057,aditi
s_demo_095_004_051,4.653,2.195,3.181,aditi
s_demo_095_004_052,6.758,2.029,4.229,aditi
s_demo_095_004_053,3.575,1.786,3.4,aditi
s_demo_095_004_054,5.05,1.952,3.686,aditi
s_demo_095_004_055,5.802,2.343,3.01,aditi
s_demo_095_004_056,4.832,2.443,2.914,justin
s_demo_095_004_057,6.569,2.657,3.99,aditi
s_demo_095_004_058,5.546,2.371,3.819,aditi
s_demo_095_004_058,5.546,2.371,3.819,aditi
s_demo_136_001_001,53.079,7.781,9.914,cheng
s_demo_136_001_003,7.172,2.457,4.276,cheng
s_demo_136_001_009,27.506,4.914,8.714,cheng
s_demo_136_001_011,13.224,3.99,5.067,cheng
s_demo_136_001_012,6.957,1.838,4.733,cheng
s_demo_136_001_016,11.72,3.771,4.733,cheng
s_demo_136_001_017,11.929,3.667,5.733,cheng
s_demo_136_001_018,6.907,2.448,4.886,cheng
s_demo_136_001_019,8.952,3.514,5.19,cheng
s_demo_136_001_020,10.354,3.133,4.657,cheng
s_demo_136_001_021,11.941,3.514,5.343,cheng
s_demo_136_001_022,6.44,2.524,3.819,cheng
s_demo_136_001_023,5.22,2.752,3.21,cheng
s_demo_136_001_024,7.352,2.829,4.81,cheng
s_demo_136_001_026,6.437,2.448,4.124,cheng
s_demo_136_001_027,4.195,2.067,3.057,cheng
s_demo_136_001_028,5.084,2.371,3.438,cheng
s_demo_136_001_029,4.971,1.781,4.514,cheng
s_demo_136_001_034,4.404,2.333,3.362,cheng
s_demo_136_001_039,29.141,5.895,7.8,cheng
s_demo_136_001_040,4.189,1.61,4.067,cheng
s_demo_136_001_041,5.631,2.676,3.676,cheng
s_demo_136_001_042,6.667,3.076,3.819,cheng
s_demo_136_001_043,4.647,2.067,3.438,cheng
s_demo_136_001_044,5.937,3.21,3.61,cheng
s_demo_136_001_046,5.781,3.286,3.533,cheng
s_demo_136_002_002,16.562,4.057,6.486,cheng
s_demo_136_002_004,26.628,5.724,7.333,cheng
s_demo_136_002_005,10.26,3.667,4.886,cheng
s_demo_136_002_006,60.618,7.476,13.038,cheng
s_demo_136_002_010,19.392,5.495,6.105,cheng
s_demo_136_002_013,7.53,2.814,4.538,cheng
s_demo_136_002_015,23.85,5.362,6.943,cheng
s_demo_136_002_031,8.157,3.133,4.219,cheng
s_demo_136_002_035,10.601,4.067,5.067,cheng
s_demo_136_002_036,18.078,4.81,6.257,cheng
s_demo_136_002_037,9.447,3.614,4.781,cheng
s_demo_136_002_038,16.469,3.61,6.105,cheng
s_demo_136_003_007,37.577,6.029,8.79,cheng
s_demo_136_003_008,22.05,5.81,6.657,cheng
s_demo_136_003_014,37.724,7.781,8.39,cheng
s_demo_136_003_025,7.514,3.59,3.676,cheng
s_demo_136_003_030,26.423,4.733,7.857,cheng
s_demo_136_003_032,12.474,3.667,6.029,cheng
s_demo_136_003_033,15.853,4.9,5.914,cheng
s_demo_136_003_045,10.323,3.895,4.362,cheng
s_demo_156_001_001,13.332,3.895,5.876,cheng
s_demo_156_001_002,20.427,3.843,8.195,cheng
s_demo_156_001_003,10.764,3.21,5.581,cheng
s_demo_156_001_004,15.197,4.448,5.895,cheng
s_demo_156_001_005,10.844,3.286,5.1,cheng
s_demo_156_001_006,22.434,4.505,6.79,cheng
s_demo_156_001_007,8.865,2.676,5.829,cheng
s_demo_156_001_008,18.355,4.376,7,cheng
s_demo_156_001_009,20.048,5.343,5.876,cheng
s_demo_156_001_010,7.582,2.143,5.114,cheng
s_demo_156_001_011,6.942,3.467,3.438,cheng
s_demo_156_001_014,9.059,3.929,4.214,cheng
s_demo_156_001_015,24.269,5.8,6.105,cheng
s_demo_156_001_016,15.535,4.81,5.343,cheng
s_demo_156_001_017,6.223,2.762,3.362,cheng
s_demo_156_001_018,5.723,2.786,3.49,cheng
s_demo_156_001_020,13.73,4.124,5.19,cheng
s_demo_156_001_021,16.865,5.062,5.233,cheng
s_demo_156_001_023,4.43,2.843,2.943,cheng
s_demo_156_001_024,12.151,3.667,4.886,cheng
s_demo_156_002_012,12.661,4.567,5.919,cheng
s_demo_156_002_013,6.166,2.6,3.229,cheng
s_demo_156_002_019,4.489,2.333,3.848,cheng
s_demo_156_002_022,8.327,2.829,4.581,cheng
s_demo_188_001_001,43.5,7.095,9,cheng
s_demo_188_001_002,32.037,6.567,9.052,cheng
s_demo_188_001_003,37.998,5.8,8.924,cheng
s_demo_188_001_004,27.348,4.752,8.333,cheng
s_demo_188_001_005,33.216,5.071,9.095,cheng
s_demo_188_001_006,26.058,6.367,6.943,cheng
s_demo_188_001_007,27.723,5.419,7.19,cheng
s_demo_188_001_008,26.849,4.124,9.305,cheng
s_demo_188_001_009,22.64,5.419,7.324,cheng
s_demo_188_001_011,19.574,3.914,7.79,cheng
s_demo_188_002_010,22.042,4.276,9.305,cheng
s_demo_188_002_012,20.823,3.819,7.781,cheng
s_demo_188_002_013,19.919,5.305,6.471,cheng
s_demo_188_002_014,17.423,3.895,7.248,cheng
s_demo_188_002_015,22.759,5.181,6.99,cheng
s_demo_188_002_016,18.751,4.352,5.438,cheng
s_demo_188_002_017,25.579,4.733,9.152,cheng
s_demo_188_002_018,17.197,4.886,6.648,cheng
s_demo_188_002_019,14.69,3.743,6.438,cheng
s_demo_188_002_020,12.317,3.362,5.429,cheng
s_demo_188_002_021,13.566,4.429,5.2,cheng
s_demo_188_002_022,14.161,3.133,6.867,cheng
s_demo_188_002_023,14.113,3.743,5.038,cheng
s_demo_188_002_024,13.596,3.467,5.733,cheng
s_demo_188_002_029,11.757,4.048,4.81,cheng
s_demo_188_002_030,7.179,2.448,4.581,cheng
s_demo_188_002_031,10.781,3.067,5.343,cheng
s_demo_188_002_040,9.92,3.667,4.133,cheng
s_demo_188_003_025,11.061,3.043,5.133,cheng
s_demo_188_003_026,13.967,3.667,5.267,cheng
s_demo_188_003_027,15.58,4.352,5.876,cheng
s_demo_188_003_028,10.717,2.143,6.562,cheng
s_demo_188_003_032,11.885,3.762,4.733,cheng
s_demo_188_003_033,9.369,3.219,4.371,cheng
s_demo_188_003_034,10.159,3.219,5.438,cheng
s_demo_188_003_035,9.585,3.543,4.067,cheng
s_demo_188_003_036,10.395,3.057,5.371,cheng
s_demo_188_003_037,13.076,4.143,4.962,cheng
s_demo_188_003_038,7.076,3.043,4.067,cheng
s_demo_188_003_039,8.473,3.643,4.395,cheng
s_demo_188_003_041,10.125,4.329,5.057,cheng
s_demo_188_003_042,7.768,3.362,4.057,cheng
s_demo_188_003_043,6.301,2.629,3.976,cheng
s_demo_188_003_044,8.882,3.743,4.076,cheng
s_demo_188_003_045,8.053,2.686,4.276,cheng
s_demo_188_003_046,7.297,2.229,5.724,cheng
s_demo_188_003_047,6.023,2.6,3.362,cheng
s_demo_188_003_048,7.654,2.6,4.81,cheng
s_demo_188_003_049,5.868,2.61,4.2,cheng
s_demo_188_003_050,6.709,3.457,3.438,cheng
s_demo_188_003_051,6.449,2.524,3.59,cheng
s_demo_188_004_052,5.351,2.143,3.667,cheng
s_demo_188_004_053,7.642,2.39,4.533,cheng
s_demo_188_004_054,4.012,2.295,3.59,cheng
s_demo_188_004_055,3.22,1.476,3.514,cheng
s_demo_188_004_056,3.17,1.762,3.162,cheng
s_demo_188_004_057,1.921,0.943,4.048,cheng
s_demo_188_004_058,4.689,2.6,3.133,cheng
s_demo_188_004_059,5.652,2.829,3.21,cheng
s_demo_188_004_060,5.722,2.71,3.762,cheng
s_demo_188_004_061,4.714,2.752,3.057,cheng
s_demo_188_004_062,3.966,2.143,3.438,cheng
s_demo_188_004_063,2.524,1.329,3.438,cheng
s_demo_188_004_064,3.38,1.457,3.438,cheng
s_demo_188_004_065,3.033,1.838,3.076,cheng
s_demo_188_004_066,5.842,2.676,3.362,cheng
s_demo_189_001_001,8.855,3.514,3.971,cheng
s_demo_189_001_002,7.163,2.905,4.381,cheng
s_demo_189_001_003,33.301,5.876,9.305,cheng
s_demo_189_001_006,44.676,5.952,11.133,cheng
s_demo_189_001_010,14.162,3.438,5.648,cheng
s_demo_189_001_011,8.906,3.667,3.771,cheng
s_demo_189_001_013,10.8,3.086,4.962,cheng
s_demo_189_001_014,5.561,2.457,3.99,cheng
s_demo_189_001_015,8.943,3.152,4.2,cheng
s_demo_189_001_016,7.147,2.6,4.429,cheng
s_demo_189_001_019,20.403,5.748,5.933,cheng
s_demo_189_001_020,31.637,5.971,7.79,cheng
s_demo_189_001_022,11.275,4.048,4.81,cheng
s_demo_189_001_030,11.916,3.286,6.21,cheng
s_demo_189_001_035,5.559,2,4.124,cheng
s_demo_189_001_040,6.197,2.219,4.733,cheng
s_demo_189_001_042,5.983,2.905,3.819,cheng
s_demo_189_001_043,3.793,1.848,4.276,cheng
s_demo_189_001_044,7.026,2.752,4.895,cheng
s_demo_189_001_045,5.656,1.857,4.124,cheng
s_demo_189_001_048,3.518,1.457,4.276,cheng
s_demo_189_002_004,28.373,4.752,8.476,cheng
s_demo_189_002_005,29.253,5.648,8.095,cheng
